1.34	46.14	313.26		71.94	286.64		317.74	539.46		766.44	665.98		670.72	486.78		787.66	97.3		557.9	116.58		753.58	660.92		290.52	85.38		207.02	38.94	
1.35	45.35	315.15		69.85	286.1		315.85	539.65		766.15	666.95		670.3	487.95		790.15	97.25		556.75	114.45		755.95	663.3		292.3	84.45		208.05	36.85	
1.36	44.56	317.04		67.76	285.56		313.96	539.84		765.86	667.92		669.88	489.12		792.64	97.2		555.6	112.32		758.32	665.68		294.08	83.52		209.08	34.76	
1.37	43.77	318.93		65.67	285.02		312.07	540.03		765.57	668.89		669.46	490.29		795.13	97.15		554.45	110.19		757.94	666.84		295.86	82.59		210.11	32.67	
1.38	42.98	320.82		63.58	284.48		310.18	540.22		768.03	671.08		669.04	491.46		792.64	97.1		553.3	108.06		757.57	668.01		297.64	81.66		211.14	30.58	
1.39	42.19	322.71		61.49	283.94		308.29	540.41		770.48	673.26		668.62	492.63		790.15	97.05		552.15	105.93		757.19	669.17		299.42	80.73		212.17	28.49	
1.4	41.4	324.6		59.4	283.4		306.4	540.6		772.94	675.45		668.2	493.8		787.66	97		551	103.8		756.82	670.34		301.2	79.8		213.2	26.4	
1.41	40.61	326.49		57.31	282.86		304.51	540.79		775.39	677.63		667.78	494.97		785.17	96.95		549.85	101.67		756.44	671.5		302.98	78.87		214.23	24.31	
1.42	39.82	328.38		55.22	282.32		302.62	540.98		777.85	679.82		667.36	496.14		782.68	96.9		548.7	99.54		756.06	672.67		304.76	77.94		215.26	22.22	
1.43	39.03	330.27		53.13	281.78		300.73	541.17		780.31	682		666.94	497.31		780.19	96.85		547.55	97.41		755.69	673.83		306.54	77.01		216.29	20.13	
1.44	38.24	332.16		51.04	281.24		298.84	541.36		782.76	684.19		666.52	498.48		777.7	96.8		546.4	95.28		755.31	674.99		308.32	76.08		217.32	18.04	
1.45	37.45	334.05		48.95	280.7		296.95	541.55		785.22	686.38		666.1	499.65		775.21	96.75		545.25	93.15		754.94	676.16		310.1	75.15		218.35	15.95	
1.46	36.66	335.94		46.86	280.16		295.06	541.74		787.67	688.56		665.68	500.82		772.72	96.7		544.1	91.02		754.56	677.32		311.88	74.22		219.38	13.86	
1.47	35.87	337.83		44.77	279.62		293.17	541.93		790.13	690.75		665.26	501.99		770.23	96.65		542.95	88.89		754.18	678.49		313.66	73.29		220.41	15.95	
1.48	35.08	339.72		42.68	279.08		291.28	542.12		792.59	692.93		664.84	503.16		767.74	96.6		541.8	86.76		753.81	679.65		315.44	72.36		221.44	18.04	
1.49	34.29	341.61		40.59	278.54		289.39	542.31		795.04	695.12		664.42	504.33		765.25	96.55		540.65	84.63		753.43	680.81		317.22	71.43		222.47	20.13	
1.5	33.5	343.5		38.5	278		287.5	542.5		792.59	697.31		664	505.5		762.76	96.5		539.5	82.5		753.06	681.98		319	70.5		223.5	22.22	
1.51	32.71	345.39		36.41	277.46		285.61	542.69		790.13	695.12		663.58	506.67		760.27	96.45		538.35	80.37		752.68	683.14		320.78	69.57		224.53	24.31	
1.52	31.92	347.28		34.32	276.92		283.72	542.88		787.67	697.31		663.16	507.84		757.78	96.4		537.2	78.24		752.3	684.31		322.56	68.64		225.56	26.4	
1.53	31.13	349.17		32.23	276.38		281.83	543.07		785.22	695.12		662.74	509.01		755.29	96.35		536.05	76.11		751.93	685.47		324.34	67.71		226.59	28.49	
1.54	30.34	351.06		30.14	275.84		279.94	543.26		782.76	697.31		662.32	510.18		752.8	96.3		534.9	73.98		751.55	686.64		326.12	66.78		227.62	30.58	
1.55	29.55	352.95		28.05	275.3		278.05	543.45		780.31	695.12		661.9	511.35		750.31	96.25		533.75	71.85		751.18	687.8		327.9	65.85		228.65	32.67	
1.56	28.76	354.84		25.96	274.76		276.16	543.64		777.85	697.31		661.48	512.52		747.82	96.2		532.6	69.72		750.8	688.96		329.68	64.92		229.68	34.76	
1.57	27.97	356.73		23.87	274.22		274.27	543.83		775.39	695.12		661.06	513.69		745.33	96.15		531.45	67.59		750.42	690.13		331.46	63.99		230.71	36.85	
1.58	27.18	358.62		21.78	273.68		272.38	544.02		772.94	697.31		660.64	514.86		742.84	96.1		530.3	65.46		750.05	691.29		333.24	63.06		231.74	38.94	
1.59	26.39	360.51		19.69	273.14		270.49	544.21		770.48	695.12		660.22	516.03		740.35	96.05		529.15	63.33		749.67	692.46		335.02	62.13		232.77	41.03	
